title,summary,production_code,original_air_date,season,number_in_season,number_in_series,n,ngram_n,tf,idf,tf_idf
Girls Just Want to Have Sums,math,HABF12,2006-04-30,17,19,375,22,1,0.009927797833935019,2.697468091771673,0.026779917878599645
Regarding Margie,untidy,HABF13,2006-05-07,17,20,376,6,1,0.0022935779816513763,6.335054251498059,0.014529940943802888
The Monkey Suit,evolution,HABF14,2006-05-14,17,21,377,15,1,0.0070788107597923545,5.236441962829949,0.03706778170950884
Marge and Homer Turn a Couple Play,buck,HABF16,2006-05-21,17,22,378,27,1,0.011780104712041885,3.3906152723316185,0.03994180294631488
"The Mook, the Chef, the Wife and Her Homer",fart fart,HABF15,2006-09-10,18,1,379,10,2,0.00471253534401508,6.335054251498059,0.0298541670664376
Jazzy and the Pussycats,groovay,HABF18,2006-09-17,18,2,380,6,1,0.0033076074972436605,6.335054251498059,0.020953872937700308
"Please Homer, Don't Hammer 'Em",blah blah blah blah,HABF20,2006-09-24,18,3,381,12,4,0.0058823529411764705,4.137829674161839,0.02434017455389317
Treehouse of Horror XVII,golem,HABF17,2006-11-05,18,4,382,4,1,0.002162162162162162,5.641907070938114,0.012198717991217543
G.I. (Annoyed Grunt),frontline infantry,HABF21,2006-11-12,18,5,383,32,2,0.014699127239320165,6.335054251498059,0.09311976851076614
Moe'N'a Lisa,poem,HABF19,2006-11-19,18,6,384,9,1,0.003950834064969272,3.4446824936018943,0.013609368938725658
Ice Cream of Margie (with the Light Blue Hair),penalty penalty,HABF22,2006-11-26,18,7,385,5,2,0.0024437927663734115,6.335054251498059,0.015481559754394084
The Haw-Hawed Couple,greystash,JABF02,2006-12-10,18,8,386,13,1,0.0055579307396323215,6.335054251498059,0.03520979276163949
"Kill Gil, Volumes I & II",grumply,JABF01,2006-12-17,18,9,387,11,1,0.005059797608095676,6.335054251498059,0.032054092348886225
The Wife Aquatic,yum,JABF03,2007-01-07,18,10,388,11,1,0.006440281030444965,4.032469158504013,0.025970234627367767
Revenge Is a Dish Best Served Three Times,revenge,JABF05,2007-01-28,18,11,389,22,1,0.011530398322851153,2.5738541358044964,0.02967756341074367
Little Big Girl,darcy,JABF04,2007-02-11,18,12,390,7,1,0.003330161750713606,6.335054251498059,0.021096755357034452
Springfield Up,squeaky,JABF07,2007-02-18,18,13,391,9,1,0.0035587188612099642,4.948759890378168,0.017611245161488143
Yokel Chords,stanley,JABF09,2007-03-04,18,14,392,13,1,0.005256773150020219,4.389144102442746,0.02307273486929062
Rome-Old and Juli-Eh,selma,JABF08,2007-03-11,18,15,393,16,1,0.0075294117647058826,2.3838105329166317,0.017948691071372286
Homerazzi,yi yi yi yi yi,JABF06,2007-03-25,18,16,394,12,5,0.00646551724137931,6.335054251498059,0.040959402488134004
Marge Gamer,shadow knight,JABF10,2007-04-22,18,17,395,7,2,0.003064798598949212,6.335054251498059,0.0194156653942585
The Boys of Bummer,mattress,JABF11,2007-04-29,18,18,396,11,1,0.0048802129547471165,4.032469158504013,0.01967930822694949
Crook and Ladder,mood swings mood swings,JABF13,2007-05-06,18,19,397,10,4,0.005595970900951315,6.335054251498059,0.03545077924733105
Stop or My Dog Will Shoot!,maze,JABF12,2007-05-13,18,20,398,8,1,0.004484304932735426,4.543294782270004,0.020373519203004502
24 Minutes,bake sale,JABF14,2007-05-20,18,21,399,9,2,0.005008347245409015,4.389144102442746,0.021982357775172347
You Kent Always Say What You Want,liberals,JABF15,2007-05-20,18,22,400,9,1,0.0037251655629139072,5.641907070938114,0.021017037929819134
He Loves to Fly and He D'ohs,beer beer,JABF20,2007-09-23,19,1,401,9,2,0.004314477468839885,4.725616339063959,0.020388565221273074
The Homer of Seville,opera,JABF18,2007-09-30,19,2,402,10,1,0.005022601707684581,3.8501476017100584,0.019337757919186634
Midnight Towboy,ey,JABF21,2007-10-07,19,3,403,12,1,0.006097560975609756,4.389144102442746,0.0267630737953826
I Don't Wanna Know Why the Caged Bird Sings,dwight,JABF19,2007-10-14,19,4,404,12,1,0.0058309037900874635,4.948759890378168,0.02885574280103888
Treehouse of Horror XVIII,alien,JABF16,2007-11-04,19,5,405,6,1,0.0032912781130005485,3.6959969218828004,0.01216455377471026
Little Orphan Millie,norbert,JABF22,2007-11-11,19,6,406,7,1,0.0033589251439539347,6.335054251498059,0.021278973013669104
Husbands and Knives,pussycat,JABF17,2007-11-18,19,7,407,10,1,0.004098360655737705,5.236441962829949,0.021460827716516185
Funeral for a Fiend,bob,KABF01,2007-11-25,19,8,408,18,1,0.0072231139646869984,2.2079198664529676,0.015948056820286282
Eternal Moonshine of the Simpson Mind,forget me shot,KABF02,2007-12-16,19,9,409,4,3,0.0019550342130987292,6.335054251498059,0.012385247803515267
E Pluribus Wiggum,ralph,KABF03,2008-01-06,19,10,410,26,1,0.011139674378748929,2.0723743744567433,0.02308557572231162
That '90s Show,marge a rine,KABF04,2008-01-27,19,11,411,5,3,0.002150537634408602,6.335054251498059,0.013623772583866794
"Love, Springfieldian Style",bollocks,KABF05,2008-02-17,19,12,412,8,1,0.004100461301896463,6.335054251498059,0.025976644803682458
The Debarted,rat,KABF06,2008-03-02,19,13,413,12,1,0.0064794816414686825,2.528391761727739,0.016382668002555546
Dial 'N' for Nerder,martin,KABF07,2008-03-09,19,14,414,16,1,0.007714561234329798,2.2746112409516397,0.017547627702616315
Smoke on the Daughter,ballet,KABF08,2008-03-30,19,15,415,10,1,0.004438526409232135,3.9371589786996886,0.01747518410430399
Papa Don't Leech,lurleen,KABF09,2008-04-13,19,16,416,18,1,0.007217321571772253,5.236441962829949,0.037793085537666034
Apocalypse Cow,lou,KABF10,2008-04-27,19,17,417,20,1,0.009385265133740028,1.916213643701461,0.017984173099028257
Any Given Sundance,sundance,KABF11,2008-05-04,19,18,418,8,1,0.003395585738539898,5.641907070938114,0.01915757918824487
Mona Leaves-a,wokka,KABF12,2008-05-11,19,19,419,5,1,0.002380952380952381,6.335054251498059,0.015083462503566809
All About Lisa,krusty,KABF13,2008-05-18,19,20,420,24,1,0.009188361408882083,1.324418957401803,0.01216924003738257
"Sex, Pies and Idiot Scrapes",loora,KABF17,2008-09-28,20,1,421,8,1,0.0033783783783783786,6.335054251498059,0.021402210309115065
Lost Verizon,leary,KABF15,2008-10-05,20,2,422,11,1,0.00537109375,6.335054251498059,0.034026170296132155
"Double, Double, Boy in Trouble",bub bub,KABF14,2008-10-19,20,3,423,6,2,0.0026235242675994755,6.335054251498059,0.01662016856536439
Dangerous Curves,limbo,KABF18,2008-11-09,20,5,425,7,1,0.002992731936725096,4.948759890378168,0.01481031177111893
Homer and Lisa Exchange Cross Words,crossword,KABF19,2008-11-16,20,6,426,10,1,0.004662004662004662,4.543294782270004,0.021180861455804213
MyPods and Boomsticks,mapple,KABF20,2008-11-30,20,7,427,11,1,0.005052824988516307,5.236441962829949,0.026458824800702545
The Burns and the Bees,bees,KABF21,2008-12-07,20,8,428,31,1,0.014832535885167464,3.199560035568909,0.04745758904432353
Lisa the Drama Queen,equalia,KABF22,2009-01-25,20,9,429,11,1,0.004534212695795548,6.335054251498059,0.028724483415696063
"Take My Life, Please",vance,LABF01,2009-02-15,20,10,430,14,1,0.007494646680942184,5.641907070938114,0.04228410010339058
How the Test Was Won,doy,LABF02,2009-03-01,20,11,431,8,1,0.0034737299174989146,5.236441962829949,0.018189985107529134
"No Loan Again, Naturally",landlord,LABF03,2009-03-08,20,12,432,4,1,0.0017482517482517483,4.725616339063959,0.008261567026335593
Gone Maggie Gone,the gem,LABF04,2009-03-15,20,13,433,19,2,0.008866075594960336,6.335054251498059,0.05616706989195666
In the Name of the Grandfather,ireland,LABF11,2009-03-22,20,14,434,14,1,0.0058823529411764705,4.255612709818223,0.025033015940107196
Wedding for Disaster,parson,LABF05,2009-03-29,20,15,435,6,1,0.002413515687851971,5.641907070938114,0.0136168312251121
Eeny Teeny Maya Moe,maya,LABF06,2009-04-05,20,16,436,7,1,0.0033175355450236967,4.725616339063959,0.015677400176989438
"The Good, the Sad and the Drugly",jenny,LABF07,2009-04-19,20,17,437,7,1,0.0029838022165387893,4.948759890378168,0.014766120730028635
Father Knows Worst,washington monument,LABF08,2009-04-26,20,18,438,6,2,0.0024174053182917004,5.236441962829949,0.01265860264987095
"Waverly Hills, 9-0-2-1-D'oh",waverly,LABF10,2009-05-03,20,19,439,12,1,0.005272407732864675,6.335054251498059,0.033400989023715605
Four Great Women and a Manicure,ho hi,LABF09,2009-05-10,20,20,440,18,2,0.007874015748031496,6.335054251498059,0.0498823169409296
Homer the Whopper,everyman,LABF13,2009-09-27,21,1,442,22,1,0.009918845807033363,6.335054251498059,0.06283642629980041
Bart Gets a 'Z',la la la la,LABF15,2009-10-04,21,2,443,39,4,0.02095647501343364,3.244011798139743,0.06798305219099945
The Great Wife Hope,chett,LABF16,2009-10-11,21,3,444,14,1,0.007268951194184839,6.335054251498059,0.04604920016665256
Treehouse of Horror XX,safe zone,LABF14,2009-10-18,21,4,445,6,2,0.002938295788442703,6.335054251498059,0.018614263226732788
The Devil Wears Nada,ho mie ho,LABF17,2009-11-15,21,5,446,5,3,0.0019833399444664813,6.335054251498059,0.012564566147358307
Rednecks and Broomsticks,bonk it,LABF19,2009-11-29,21,7,448,18,2,0.008470588235294117,6.335054251498059,0.05366163601268944
"O Brother, Where Bart Thou?",naked bacon,MABF01,2009-12-13,21,8,449,8,2,0.0035571365051133837,6.335054251498059,0.022534652739877488
Thursdays with Abie,larry,MABF02,2010-01-03,21,9,450,16,1,0.006941431670281995,2.901067047012913,0.0201375586777469
Once Upon a Time in Springfield,princess,LABF20,2010-01-10,21,10,451,16,1,0.006633499170812604,2.6214821847937513,0.017389599899129363
Million Dollar Maybe,you like potato,MABF03,2010-01-31,21,11,452,5,3,0.0022361359570661895,6.335054251498059,0.014166042601739846
Boy Meets Curl,curling,MABF05,2010-02-14,21,12,453,9,1,0.0045385779122541605,5.236441962829949,0.02376599983130083
The Color Yellow,virgil,MABF06,2010-02-21,21,13,454,17,1,0.006813627254509018,5.641907070938114,0.038441851785951074
Postcards from the Wedge,homework,MABF04,2010-03-14,21,14,455,14,1,0.005747126436781609,2.3838105329166317,0.01370006053400363
Stealing First Base,nikki,MABF07,2010-03-21,21,15,456,5,1,0.0023386342376052385,6.335054251498059,0.014815374769639988
The Greatest Story Ever D'ohed,messiah,MABF10,2010-03-28,21,16,457,8,1,0.004280363830925628,4.543294782270004,0.01944695465926165
American History X-cellent,out of five,MABF08,2010-04-11,21,17,458,5,3,0.002261420171867933,4.725616339063959,0.010686604113667932
Chief of Hearts,parm,MABF09,2010-04-18,21,18,459,7,1,0.0029239766081871343,6.335054251498059,0.01852355044297678
The Squirt and the Whale,whale,MABF14,2010-04-25,21,19,460,15,1,0.0070191857744501636,2.901067047012913,0.02036312854711918
To Surveil with Love,tsk,MABF12,2010-05-02,21,20,461,9,1,0.0037220843672456576,5.641907070938114,0.02099965411019149
Moe Letter Blues,think back,MABF13,2010-05-09,21,21,462,6,2,0.0023112480739599386,4.948759890378168,0.011437811765126739
The Bob Next Door,walt,MABF11,2010-05-16,21,22,463,10,1,0.004418912947414936,4.389144102442746,0.01939524570235416
Judge Me Tender,simon,MABF15,2010-05-23,21,23,464,6,1,0.0028011204481792717,3.6270040503958487,0.010159675211192853
Elementary School Musical,artists,MABF21,2010-09-26,22,1,465,24,1,0.013785180930499713,3.4446824936018943,0.047485571422427035
Loan-a Lisa,handbag,MABF17,2010-10-03,22,2,466,6,1,0.00262582056892779,6.335054251498059,0.016634715758857048
MoneyBart,baseball,MABF18,2010-10-10,22,3,467,17,1,0.007413868294810292,2.145399509471633,0.015905709402973294
Treehouse of Horror XXI,vampire,MABF16,2010-11-07,22,4,468,8,1,0.004244031830238726,3.6270040503958487,0.015393120638284769
"Lisa Simpson, This Isn't Your Life",turn out like,MABF20,2010-11-14,22,5,469,4,3,0.0018223234624145787,5.236441962829949,0.009542491048437265
The Fool Monty,see i am,NABF01,2010-11-21,22,6,470,3,3,0.0013986013986013986,6.335054251498059,0.008860215736360921
How Munched is That Birdie in the Window?,taps taps,NABF02,2010-11-28,22,7,471,17,2,0.008403361344537815,6.335054251498059,0.053235750012588734
The Fight Before Christmas,ho ho ho ho,MABF22,2010-12-05,22,8,472,10,4,0.004127115146512587,4.948759890378168,0.02042410190003371
Donnie Fatso,nicky,MABF19,2010-12-12,22,9,473,7,1,0.0036477331943720686,6.335054251498059,0.02310858768133737
Moms I'd Like to Forget,scar,NABF03,2011-01-09,22,10,474,7,1,0.003067484662576687,3.770104894036522,0.011564738938762338
Flaming Moe,in in,NABF04,2011-01-16,22,11,475,4,2,0.0018552875695732839,5.641907070938114,0.010467360057399098
Homer the Father,mini bike,NABF05,2011-01-23,22,12,476,9,2,0.004267425320056899,6.335054251498059,0.027034370916776927
The Blue and the Gray,wingman,NABF06,2011-02-13,22,13,477,10,1,0.004340277777777778,5.641907070938114,0.024487443884280008
Angry Dad: The Movie,angry dad,NABF07,2011-02-20,22,14,478,21,2,0.00979934671021932,5.641907070938114,0.055287003494960525
The Scorpion's Tale,drug,NABF08,2011-03-06,22,15,479,11,1,0.0047413793103448275,2.751535313041949,0.013046072604940274
A Midsummer's Nice Dream,cheech,NABF09,2011-03-13,22,16,480,18,1,0.00749375520399667,5.641907070938114,0.042279070473308096
Love Is a Many Strangled Thing,dr zander,NABF10,2011-03-27,22,17,481,6,2,0.002977667493796526,6.335054251498059,0.018863685116123255
The Great Simpsina,peach,NABF11,2011-04-10,22,18,482,31,1,0.014110150204824761,3.6270040503958487,0.05117757194459322
The Real Housewives of Fat Tony,truffles,NABF12,2011-05-01,22,19,483,9,1,0.0033210332103321034,6.335054251498059,0.02103892555848064
Homer Scissorhands,hairdresser,NABF13,2011-05-08,22,20,484,4,1,0.001759014951627089,5.236441962829949,0.009210979705945381
500 Keys,and the day before,NABF14,2011-05-15,22,21,485,8,4,0.0034812880765883376,6.335054251498059,0.022054148830280448
The Ned-Liest Catch,edna,NABF15,2011-05-22,22,22,486,21,1,0.011266094420600859,2.5064128550089637,0.028237483881538756
The Falcon and the D'ohman,wayne,NABF16,2011-09-25,23,1,487,13,1,0.006259027443428021,3.8501476017100584,0.024098179500351834
Bart Stops to Smell the Roosevelts,roosevelt,NABF17,2011-10-02,23,2,488,14,1,0.00587248322147651,3.9371589786996886,0.023120900042699514
Treehouse of Horror XXII,hilarium,NABF19,2011-10-30,23,3,489,7,1,0.0025207057976233344,6.335054251498059,0.015968807980009513
Replaceable You,roz,NABF21,2011-11-06,23,4,490,8,1,0.003076923076923077,6.335054251498059,0.019492474619994028
The Food Wife,goorsha,NABF20,2011-11-13,23,5,491,10,1,0.004008016032064128,6.335054251498059,0.025390999004000235
The Book Job,our book,NABF22,2011-11-20,23,6,492,9,2,0.004186046511627907,5.641907070938114,0.023617285413229314
The Man in the Blue Flannel Pants,account,PABF01,2011-11-27,23,7,493,8,1,0.0029917726252804786,3.339321977944068,0.009990492080610525
The Ten-Per-Cent Solution,krusty,PABF02,2011-12-04,23,8,494,25,1,0.01203659123736158,1.324418957401803,0.015941489617258102
Holidays of Future Passed,zia,NABF18,2011-12-11,23,9,495,4,1,0.0019831432821021317,6.335054251498059,0.012563320280610924
"Politically Inept, with Homer Simpson",gravy,PABF03,2012-01-08,23,10,496,11,1,0.005681818181818182,3.1570004211501135,0.01793750239289837
The D'oh-cial Network,springface,PABF04,2012-01-15,23,11,497,6,1,0.002716161158895428,6.335054251498059,0.017207028297414377
Moe Goes from Rags to Riches,rag,PABF05,2012-01-29,23,12,498,12,1,0.004966887417218543,4.255612709818223,0.02113714922095144
The Daughter Also Rises,myth,PABF06,2012-02-12,23,13,499,8,1,0.003814973772055317,4.255612709818223,0.016235050871981776
At Long Last Leave,the outlands,PABF07,2012-02-19,23,14,500,3,2,0.0013623978201634877,6.335054251498059,0.00863086410285839
Exit Through the Kwik-E-Mart,mr fatso,PABF09,2012-03-04,23,15,501,4,2,0.0018034265103697023,6.335054251498059,0.011424804781781891
How I Wet Your Mother,karma,PABF08,2012-03-11,23,16,502,6,1,0.002591792656587473,4.948759890378168,0.012826159543096766
"Them, Robot",hard or,PABF10,2012-03-18,23,17,503,5,2,0.002188183807439825,5.236441962829949,0.011458297511662907
Beware My Cheating Bart,shauna,PABF11,2012-04-15,23,18,504,7,1,0.0025725836089672913,4.389144102442746,0.011291440175339661
A Totally Fun Thing That Bart Will Never Do Again,want want,PABF12,2012-04-29,23,19,505,9,2,0.0036809815950920245,6.335054251498059,0.023319218103673836
The Spy Who Learned Me,cain,PABF13,2012-05-06,23,20,506,8,1,0.0031409501374165686,5.236441962829949,0.016447403102724616
Ned 'n Edna's Blend,the passion,PABF15,2012-05-13,23,21,507,5,2,0.0030883261272390363,5.236441962829949,0.016171840527578595
Lisa Goes Gaga,voop,PABF14,2012-05-20,23,22,508,18,1,0.007630351844001695,6.335054251498059,0.048338692889769
Moonshine River,mary,PABF21,2012-09-30,24,1,509,13,1,0.005220883534136547,2.597384633214691,0.013560642663369872
Treehouse of Horror XXIII,black hole,PABF17,2012-10-07,24,2,510,7,2,0.002913025384935497,5.236441962829949,0.015253888364465104
Adventures in Baby-Getting,sinkhole,PABF18,2012-11-04,24,3,511,6,1,0.002635046113306983,4.948759890378168,0.013040210514830484
Gone Abie Gone,rita,PABF16,2012-11-11,24,4,512,7,1,0.0026595744680851063,5.641907070938114,0.015005071997175835
Penny-Wiseguys,the gun,PABF19,2012-11-18,24,5,513,8,2,0.0033112582781456954,3.6959969218828004,0.012238400403585432
A Tree Grows in Springfield,sauce cheese topping,PABF22,2012-11-25,24,6,514,7,3,0.0032618825722274,6.335054251498059,0.020664203057076613
The Day the Earth Stood Cool,t rex,PABF20,2012-12-09,24,7,515,6,2,0.003069053708439898,6.335054251498059,0.01944262174372806
To Cur with Love,bongo,RABF01,2012-12-16,24,8,516,19,1,0.0074045206547155105,4.725616339063959,0.03499092378886018
Homer Goes to Prep School,boom boom,RABF02,2013-01-06,24,9,517,7,2,0.0028735632183908046,4.725616339063959,0.013579357296160801
A Test Before Trying,meter,RABF03,2013-01-13,24,10,518,9,1,0.0041841004184100415,4.137829674161839,0.017313094870970037
The Changing of the Guardian,guardians,RABF04,2013-01-27,24,11,519,4,1,0.0016701461377870565,6.335054251498059,0.010580466390810955
Love is a Many-Splintered Thing,mary,RABF07,2013-02-10,24,12,520,16,1,0.0071269487750556795,2.597384633214691,0.018511427230037885
Hardly Kirk-ing,slurp,RABF05,2013-02-17,24,13,521,6,1,0.002749770852428964,4.725616339063959,0.012994362068920143
Gorgeous Grampa,godfrey,RABF06,2013-03-03,24,14,522,13,1,0.005380794701986755,5.641907070938114,0.030357943676405413
"Black Eyed, Please",ms cantwell,RABF09,2013-03-10,24,15,523,6,2,0.002497918401332223,6.335054251498059,0.015824448588254936
Dark Knight Court,fruit bat,RABF10,2013-03-17,24,16,524,5,2,0.001999200319872051,6.335054251498059,0.012665042486001718
What Animated Women Want,omakase,RABF08,2013-04-14,24,17,525,4,1,0.001989060169070114,6.335054251498059,0.012600804080553075
Pulpit Friction,day by day,RABF11,2013-04-28,24,18,526,11,3,0.004498977505112475,6.335054251498059,0.028501266571156914
Whiskey Business,how deep is your love,RABF13,2013-05-05,24,19,527,4,5,0.0016420361247947454,6.335054251498059,0.01040238793349435
The Fabulous Faker Boy,zhenya,RABF12,2013-05-12,24,20,528,7,1,0.0033349213911386373,6.335054251498059,0.021126907937344647
The Saga of Carl,carls,RABF14,2013-05-19,24,21,529,16,1,0.007525870178739417,4.948759890378168,0.0372437244807388
Dangers on a Train,anniversary,RABF17,2013-05-19,24,22,530,16,1,0.0070577856197618,3.1570004211501135,0.022281432173975216
Homerland,more free stuff,RABF20,2013-09-29,25,1,531,7,3,0.0031263957123715946,6.335054251498059,0.019805886449524975
Treehouse of Horror XXIV,gooble goo,RABF16,2013-10-06,25,2,532,9,2,0.004176334106728539,6.335054251498059,0.026457303138506978
Four Regrettings and a Funeral,regrets,RABF18,2013-11-03,25,3,533,11,1,0.004581424406497293,4.948759890378168,0.02267236934367341
YOLO,eduardo,RABF22,2013-11-10,25,4,534,9,1,0.0041802136553646075,5.641907070938114,0.023584376980233638
Labor Pains,sleep sleep,RABF19,2013-11-17,25,5,535,11,2,0.005472636815920398,6.335054251498059,0.03466945112760132
The Kid Is All Right,isabel,SABF02,2013-11-24,25,6,536,13,1,0.00494296577946768,5.641907070938114,0.02788775358258383
Yellow Subterfuge,toke,SABF04,2013-12-08,25,7,537,10,1,0.0048520135856380394,5.641907070938114,0.027374609757099048
White Christmas Blues,christmas,SABF01,2013-12-15,25,8,538,27,1,0.012272727272727272,1.5988558031035636,0.019622321219907368
Steal This Episode,movie,SABF05,2014-01-05,25,9,539,31,1,0.013820775746767721,1.1039456346434724,0.015257385053030603
Married to the Blob,kumiko,SABF03,2014-01-12,25,10,540,7,1,0.0030224525043177895,5.641907070938114,0.017052396155685146
Specs and the City,valentine,SABF06,2014-01-26,25,11,541,12,1,0.0060882800608828,4.948759890378168,0.030129436166685956
Diggs,diggs,SABF08,2014-03-09,25,12,542,8,1,0.003020007550018875,6.335054251498059,0.019131911669303312
The Man Who Grew Too Much,taco tuesday,SABF07,2014-03-09,25,13,543,6,2,0.00253592561284869,6.335054251498059,0.016065226335159916
The Winter of His Content,clink,SABF09,2014-03-16,25,14,544,4,1,0.0015378700499807767,5.641907070938114,0.008676519909170495
The War of Art,whoa whoa whoa whoa whoa,SABF10,2014-03-23,25,15,545,29,5,0.012736056214317084,4.032469158504013,0.05135775388520702
You Don't Have to Live Like a Referee,the world cup,SABF11,2014-03-30,25,16,546,7,3,0.003680336487907466,6.335054251498059,0.023315131314661626
Luca$,competitive eater,SABF12,2014-04-06,25,17,547,6,2,0.002936857562408223,6.335054251498059,0.01860515198677844
Days of Future Future,zombie,SABF13,2014-04-13,25,18,548,6,1,0.002613240418118467,4.032469158504013,0.01053781138981885
What to Expect When Bart's Expecting,voodoo,SABF14,2014-04-27,25,19,549,9,1,0.0042352941176470585,4.543294782270004,0.019242189666084722
Pay Pal,wallis,SABF15,2014-05-11,25,21,551,4,1,0.0019333011116481392,6.335054251498059,0.012247567426772469
The Yellow Badge of Cowardge,tamp,SABF18,2014-05-18,25,22,552,8,1,0.003840614498319731,5.641907070938114,0.021668390094817528
Clown in the Dumps,jewish heaven,SABF20,2014-09-28,26,1,553,4,2,0.0017452006980802793,6.335054251498059,0.011055941102090855
The Wreck of the Relationship,under under,SABF17,2014-10-05,26,2,554,8,2,0.003766478342749529,6.335054251498059,0.023860844638410768
Super Franchise Me,mother hubbards,SABF19,2014-10-12,26,3,555,5,2,0.0025933609958506223,6.335054251498059,0.016429082602432726
Treehouse of Horror XXV,in out,SABF21,2014-10-19,26,4,556,9,2,0.0036188178528347406,5.641907070938114,0.020417034032345405
Opposites A-Frack,fracking,SABF22,2014-11-02,26,5,557,16,1,0.007839294463498285,5.641907070938114,0.04422857086477698
Simpsorama,bender,SABF16,2014-11-09,26,6,558,11,1,0.005360623781676413,4.725616339063959,0.025332251330264885
Blazed and Confused,lassen,TABF01,2014-11-16,26,7,559,12,1,0.005364327223960662,6.335054251498059,0.033983303986578776
Covercraft,hopin,TABF02,2014-11-23,26,8,560,17,1,0.00681909346169274,4.543294782270004,0.03098115174432012
I Won't Be Home for Christmas,christmas,TABF03,2014-12-07,26,9,561,27,1,0.012206148282097649,1.5988558031035636,0.01951587101437442
The Man Who Came to Be Dinner,are we there yet,RABF15,2015-01-04,26,10,562,15,4,0.00723589001447178,4.543294782270004,0.03287478134782926
Bart's New Friend,doo doo,TABF05,2015-01-11,26,11,563,23,2,0.009575353871773521,4.032469158504013,0.03861231916968872
The Musk Who Fell to Earth,elon,TABF04,2015-01-25,26,12,564,18,1,0.00980392156862745,4.948759890378168,0.04851725382723694
